Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP
AR165952588515115008,HIMES FOR CONGRESS,EIN ID 38-3759772,US,US-Federal,3,4300,3800,307750,7550,28700,99000,29000,1237500,16600,18375,40500,3300
AR166127685741838336,ALICE MADDEN FOR SENATE,FEC ID S0CO00534,US,US-Federal,5,1400,1200,96750,2375,9000,31000,9000,390000,5200,5775,12750,1050
AR166505642863886336,Freedom Club,EIN ID 80-0684337,US,US-Federal,1,200,200,15000,375,1400,5000,1500,60000,800,900,2250,150
AR166715924462698496,Asociația Platforma Inițiativa România,,"EU, RO",EU-Parliament,11,200,150,11500,275,1100,4000,1000,45000,600,675,1500,100
AR167070242084749312,Dansk Folkeparti - Århus Lokalforening,,"DK, EU",EU-Parliament,6,500,450,35000,850,3300,11000,3500,142500,1900,2100,4500,350
AR167078488421957632,"RESTORE OUR HEALTHCARE, INC.",FEC ID C00690800,US,US-Federal,6,7200,6350,511000,12550,47600,165000,48000,2055000,27500,30450,66750,5500
AR167424834584707072,AMERICAN ACTION NETWORK INC,FEC ID C90011230,US,US-Federal,51,202700,178350,14373250,352700,1339800,4638000,1346000,57697500,774300,857400,1878750,154050
AR167968543084642304,PRAMANYA STRATEGY CONSULTING PRIVATE LIMITED,,IN,IN-General,115,274100,241150,19433250,476850,1811500,6270000,1819500,78015000,1046900,1159275,2540250,208300
AR16800537672417280,MATT CALDWELL CAMPAIGN,EIN ID 82-1363402,US,US-Federal,2,5000,4400,354500,8700,33000,114000,33000,1425000,19100,21150,46500,3800
AR169261019003092992,PACRONYM,EIN ID 82-1784228,US,US-Federal,25,15700,13800,1111000,27275,103600,359000,104000,4462500,59900,66300,145500,11900
AR169797580677447680,HOTEL WORKERS FOR STRONGER COMMUNITIES,FEC ID C90018011,US,US-Federal,11,800,700,55000,1350,5100,18000,5000,217500,3000,3300,7500,600
AR170068335415787520,Slovenska demokratska stranka,,"EU, SI",EU-Parliament,58,5500,4850,391500,9600,36500,126000,36500,1575000,21100,23325,51000,4200
AR170283564816924672,FRIENDS OF SUSAN BROOKS,FEC ID C00500207,US,US-Federal,37,36200,31800,2563500,62900,239000,827000,240000,10290000,138100,152925,335250,27450
AR170456188142485504,Byrne For Congress,FEC ID C00545673,US,US-Federal,2,500,400,33500,825,3100,11000,3000,135000,1800,2025,4500,350
AR170802534305234944,BERA FOR CONGRESS,FEC ID C00461061,US,US-Federal,13,53500,47100,3796250,93150,353900,1225000,355500,15240000,204500,226425,496500,40700
AR171039479061020672,CITIZENS FOR EVELYN,EIN ID 83-4326883,US,US-Federal,1,500,500,39000,950,3600,13000,3500,157500,2100,2325,5250,400
AR17128192137494528,AMERICAN POTENTIAL,FEC ID C90015785,US,US-Federal,19,6000,5250,423500,10400,39500,137000,39500,1702500,22800,25275,55500,4550
AR171701934816755712,ELECT AARON LIEBERMAN,EIN ID 82-5527219,US,US-Federal,5,500,400,32750,800,3000,11000,3000,135000,1800,1950,4500,350
AR171972414677188608,WISCONSIN NEXT PAC,FEC ID C00656728,US,US-Federal,78,42800,37650,3033250,74425,282700,979000,284000,12180000,163400,180975,396750,32500
AR172202212607393792,COLLINS FOR SENATOR,FEC ID C00314575,US,US-Federal,3,1400,1200,97250,2375,9100,31000,9000,390000,5200,5775,12750,1050
AR172216781136461824,Lemiamas Šuolis,,"EU, LT",EU-Parliament,3,1000,850,69250,1700,6500,22000,6500,277500,3700,4125,9000,750
AR17232095986319360,BILL CASSIDY FOR US SENATE,FEC ID C00543983,US,US-Federal,3,900,800,66500,1625,6200,21000,6000,270000,3600,3975,9000,700
AR172483412706197504,LORI TRAHAN FOR CONGRESS COMMITTEE,FEC ID C00655647,US,US-Federal,3,200,200,14750,350,1400,5000,1500,60000,800,900,2250,150
AR172638718723620864,DEMOCRATIC PARTY OF WISCONSIN,EIN ID 39-0793066,US,US-Federal,2,0,0,250,0,0,0,0,0,0,0,0,0
AR173764618630463488,RAINMAKER INC,EIN ID 27-0683604,US,US-Federal,2,300,250,20750,500,1900,7000,2000,82500,1100,1275,3000,200
AR174224214490873856,"IMM, LLC",EIN ID 61-1709313,US,US-Federal,172,2100,1900,151250,3700,14100,49000,14000,607500,8100,9000,19500,1600
AR174788813711736832,PETERS FOR MICHIGAN,FEC ID C00437889,US,US-Federal,52,6700,5900,473750,11625,44200,153000,44500,1905000,25500,28275,62250,5100
AR175306133932605440,RESTORATION PAC,FEC ID C00571588,US,US-Federal,384,181600,159750,12874250,315925,1200100,4154000,1205500,51682500,693600,768000,1683000,138000
AR176432033839448064,NARAL PRO-CHOICE AMERICA,FEC ID C90004185,US,US-Federal,68,113800,100150,8068000,197975,752100,2603000,755500,32385000,434600,481275,1054500,86450
AR176443028955725824,LORIE ZAPF FOR COUNCIL 2018,EIN ID 82-1791523,US,US-Federal,5,1100,1000,79000,1950,7400,26000,7500,315000,4300,4725,10500,850
AR176823734856843264,Euroopassa Suomen Tähden ry,,"EU, FI",EU-Parliament,3,1400,1250,102250,2500,9500,33000,9500,412500,5500,6075,13500,1100
AR178835566257766400,BUCSHON FOR CONGRESS,FEC ID C00468256,US,US-Federal,3,1300,1150,91500,2250,8500,30000,8500,367500,4900,5475,12000,1000
AR179100823437967360,COMMITTEE TO ELECT ALLEN SMITH,FEC ID C00698001,US,US-Federal,18,100,50,4500,100,400,1000,500,15000,200,300,750,50
AR17917091730423808,Bündnis 90/Die Grünen Baden-Württemberg,,"DE, EU",EU-Parliament,154,4900,4300,345750,8475,32200,112000,32500,1387500,18600,20625,45000,3700
AR179394118164676608,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,FEC ID C00684530,US,US-Federal,1,100,50,5500,125,500,2000,500,22500,300,300,750,50
AR179854538658807808,AMERICANS UNITED FOR VALUES,EIN ID 81-1124556,US,US-Federal,11,900,850,67000,1650,6200,22000,6500,270000,3600,3975,9000,700
AR180201434577371136,EPOCH USA INC.,EIN ID 02-0574879,US,US-Federal,38,7100,6200,500500,12275,46700,161000,47000,2010000,27000,29850,65250,5350
AR181544213152792576,Arnora Oy,,"EU, FI",EU-Parliament,1,600,500,39250,975,3700,13000,3500,157500,2100,2325,5250,400
AR182061533373661184,PATIENTS FOR AFFORDABLE DRUGS ACTION,FEC ID C00680926,US,US-Federal,16,16700,14650,1182000,29000,110200,381000,110500,4747500,63700,70500,154500,12650
AR182604692117782528,DREW EDMONDSON FOR GOVERNOR,EIN ID 82-1086860,US,US-Federal,1,100,50,5500,125,500,2000,500,22500,300,300,750,50
AR182759998135205888,PARTIDUL PRODEMO,,"EU, RO",EU-Parliament,15,700,600,49500,1225,4600,16000,4500,202500,2700,2925,6750,550
AR1838383441641472,TOM MALINOWSKI FOR CONGRESS,FEC ID C00656686,US,US-Federal,13,24200,21300,1716000,42100,160000,554000,160500,6892500,92400,102375,224250,18400
AR183859784640888832,Liberal Alliance,,"DE, DK, EU",EU-Parliament,271,46300,40750,3285250,80625,306200,1060000,307500,13185000,177000,195975,429750,35200
AR184313333187346432,Hurd for Congress,FEC ID C00545467,US,US-Federal,28,19300,16950,1366000,33525,127300,441000,128000,5482500,73600,81450,178500,14650
AR184730322972180480,ΣΥ.ΡΙΖ.Α.,,"EU, GR",EU-Parliament,90,25100,22100,1780750,43700,166000,575000,167000,7147500,95900,106200,232500,19100
AR185023617698889728,LESLIE COCKBURN FOR CONGRESS,FEC ID C00650366,US,US-Federal,20,8700,7650,618000,15175,57600,199000,58000,2482500,33300,36900,81000,6600
AR185084640594231296,Sloboda a Solidarita ( SaS ),,"AT, BE, EU, HU, SK",EU-Parliament,936,12500,11000,884750,21700,82500,285000,83000,3555000,47700,52800,115500,9500
AR185982941594124288,Pammi Sai Charan Reddy,,IN,IN-General,59,2000,1750,139000,3425,13000,45000,13000,555000,7500,8325,18000,1500
AR186518403756851200,Tėvynės Sąjunga – Lietuvos krikščionys demokratai,,"EU, LT",EU-Parliament,2,100,100,6000,150,600,2000,500,22500,300,375,750,50
AR186565133001031680,"WITH HONOR FUND, INC.",FEC ID C00659011,US,US-Federal,606,489900,431100,34736750,852375,3238000,11208000,3252500,139447500,1871300,2072175,4541250,372300
AR188082733925269504,Organisatie Socialistische Partij - OSP vzw,,"BE, EU",EU-Parliament,17,3600,3150,252750,6200,23500,82000,23500,1012500,13600,15075,33000,2700
AR18817041997758464,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,EIN ID 38-1323848,US,US-Federal,11,5900,5200,421000,10325,39200,136000,39500,1687500,22700,25125,54750,4500
AR18841231253569536,OHIO DEMOCRATIC PARTY,FEC ID C00016899,US,US-Federal,45,3600,3200,258500,6350,24100,83000,24000,1035000,13900,15450,33750,2750
AR189769109884370944,IXNAY PAC,FEC ID C00685859,US,US-Federal,3,200,200,15000,375,1400,5000,1500,60000,800,900,2250,150
AR189796872552972288,Ikast-Brande Venstre,,"DE, DK, EU, PL",EU-Parliament,35,600,550,45250,1100,4200,15000,4000,180000,2400,2700,6000,500
AR190231179645943808,Svobodní,,"CZ, EU",EU-Parliament,212,3700,3250,260000,6375,24200,84000,24500,1042500,14000,15525,33750,2800
AR191068732628402176,HUIZENGA FOR CONGRESS,FEC ID C00459297,US,US-Federal,25,20900,18350,1480250,36325,138000,478000,138500,5940000,79700,88275,193500,15850
AR191075604576075776,PARTIDUL SOCIAL DEMOCRAT - P.S.D.,,"EU, RO",EU-Parliament,71,114300,100550,8103000,198825,755300,2615000,759000,32527500,436500,483375,1059000,86850
AR191840040035287040,SWALWELL FOR AMERICA,FEC ID C00701698,US,US-Federal,1239,78800,69400,5590500,137175,521100,1804000,523500,22440000,301200,333525,730500,59900
AR191931574378299392,Thistedkredsens Venstre,,"DK, EU",EU-Parliament,10,100,100,9750,250,900,3000,1000,37500,500,600,1500,100
AR192327398564298752,JIM LOWER FOR CONGRESS,FEC ID C00707430,US,US-Federal,5,100,100,7500,175,700,2000,500,30000,400,450,750,100
AR19349205625602048,FEDERATION OF AMERICAN HOSPITALS PAC,FEC ID C00002261,US,US-Federal,10,3100,2750,223000,5475,20800,72000,21000,892500,12000,13275,29250,2400
AR193738346860642304,The Leadership Conference on Civil & Human Rights,EIN ID 52-0789800,US,US-Federal,17,2300,2050,164250,4025,15300,53000,15500,660000,8800,9825,21750,1750
AR194100086186180608,KEVIN MCCARTHY FOR CONGRESS,FEC ID C00420935,US,US-Federal,9,2300,2000,160250,3925,14900,52000,15000,645000,8600,9600,21000,1700
AR19439915334893568,314 ACTION,FEC ID C90017781,US,US-Federal,2,3600,3200,258000,6325,24000,83000,24000,1035000,13900,15375,33750,2750
AR194446432348930048,NRSC,FEC ID C00027466,US,US-Federal,1008,2689600,2366800,190716500,4679825,17778000,61537000,17858500,765607500,10274100,11376825,24932250,2044050
AR194453304296603648,SP (Socialistische Partij),,"EU, NL",EU-Parliament,14,10400,9150,736500,18075,68700,238000,69000,2955000,39700,43950,96000,7900
AR194838133366325248,SPOLU - občianska demokracia,,"AT, CZ, DE, EU, HU, IT, SK",EU-Parliament,112,21900,19300,1553250,38125,144800,501000,145500,6232500,83700,92625,203250,16650
AR196524509325426688,PROGRESSIVE TAKEOVER,FEC ID C00659599,US,US-Federal,18,1700,1450,118750,2900,11100,38000,11000,480000,6400,7050,15750,1250
AR196651502918434816,Saku Petteri Räty,,"EU, FI",EU-Parliament,27,3600,3150,252500,6200,23500,81000,23500,1012500,13600,15075,33000,2700
AR196874154023059456,DEFENDARIZONA,FEC ID C00668301,US,US-Federal,96,508500,447500,36061250,884875,3361500,11636000,3377000,144765000,1942700,2151150,4714500,386500
AR197408516674158592,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES’  COMMUNITY ACTION FUND PAC,EIN ID 71-0996360,US,US-Federal,4,11500,10150,817250,20050,76200,264000,76500,3277500,44000,48750,106500,8750
AR198061076825243648,Alternativet,,"DK, EU",EU-Parliament,23,23900,21000,1694000,41575,157900,547000,158500,6802500,91300,101025,221250,18150
AR198724082336792576,CHAMPION FLORIDA,EIN ID 81-3866540,US,US-Federal,54,1100,1000,81250,2000,7600,26000,7500,330000,4400,4875,10500,850
AR199136399197208576,Varsinais-Suomen Kokoomus ry,,"EU, FI",EU-Parliament,51,2500,2250,179750,4400,16800,58000,17000,720000,9700,10725,23250,1950
AR199381040534388736,NJ7 CITIZENS FOR CHANGE,FEC ID C00640458,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0
AR199493190720421888,CUBBLER FOR CONGRESS,FEC ID C00683375,US,US-Federal,5,600,550,43500,1075,4100,14000,4000,172500,2300,2625,6000,450
AR200075931883143168,KANEW FOR CONGRESS,FEC ID C00638403,US,US-Federal,111,2000,1750,140500,3450,13100,45000,13000,562500,7600,8400,18000,1500
AR200082803830816768,NAVARRA SUMA,,"ES, EU",EU-Parliament,2,400,400,31500,775,2900,10000,3000,127500,1700,1875,3750,350
AR200379397092409344,Kos Media LLC,EIN ID 71-1026233,US,US-Federal,61,101400,89250,7191000,176450,670300,2320000,673500,28867500,387400,428925,939750,77050
AR201201831789985792,JOHN KINGSTON FOR SENATE INC,FEC ID C00650820,US,US-Federal,244,50700,44600,3595250,88225,335100,1160000,336500,14430000,193700,214500,470250,38550
AR201311233196949504,Gestion et Action Libérale,,"BE, ES, EU, FR, LU",EU-Parliament,400,67400,59300,4778250,117250,445400,1542000,447500,19177500,257400,285000,624750,51200
AR201649882778304512,AfD-Kreisverband Braunschweig,,"DE, EU",EU-Parliament,15,200,150,13250,325,1200,4000,1000,52500,700,825,1500,150
AR202327731696828416,CLEARPATH ACTION INC,EIN ID 81-1199760,US,US-Federal,774,203800,179300,14448500,354525,1346800,4662000,1353000,58005000,778400,861900,1888500,154850
AR203107285440921600,"ESV CREATIVE, LLC",EIN ID 81-4591605,US,US-Federal,6,2400,2100,169500,4150,15800,55000,16000,682500,9100,10125,22500,1800
AR204473978394247168,MCKINLEY FOR CONGRESS,FEC ID C00473132,US,US-Federal,15,3600,3150,253750,6225,23700,82000,24000,1020000,13700,15150,33000,2700
AR204688932917477376,Politieke Partij Democraten 66,,"BE, DE, ES, EU, NL",EU-Parliament,149,15600,13700,1105000,27125,103000,357000,103500,4432500,59500,65925,144750,11850
AR204853309905829888,MN ACTION NETWORK IE PAC,EIN ID 46-4824096,US,US-Federal,1,24600,21650,1745500,42825,162700,563000,163500,7005000,94000,104100,228000,18700
AR204915982068613120,COMMITTEE TO ELECT ROB DAVIDSON,FEC ID C00638254,US,US-Federal,15,14400,12650,1019750,25025,95100,329000,95500,4095000,54900,60825,133500,10950
AR205531158824353792,GILLIBRAND 2020,FEC ID C00694018,US,US-Federal,94,200600,176550,14227250,349100,1326200,4591000,1332000,57112500,766400,848700,1860000,152500
AR205658702173175808,TIM RYAN FOR AMERICA,EIN ID 83-4185680,US,US-Federal,37,76000,66850,5385750,132150,502000,1738000,504500,21622500,290100,321300,704250,57700
AR206097132434751488,KKW Koalicja Europejska PO PSL SLD .N Zieloni,,"EU, PL",EU-Parliament,31,5500,4850,391000,9600,36400,126000,36500,1567500,21100,23325,51000,4200
AR206312361835888640,GIBBS FOR CONGRESS,FEC ID C00466516,US,US-Federal,23,13300,11700,941250,23100,87700,304000,88000,3780000,50700,56175,123000,10100
AR207068276079984640,Bündnis90/ Die Grünen,,"DE, EU",EU-Parliament,371,148600,130800,10540000,258625,982500,3401000,987000,42315000,567800,628725,1377750,112950
AR207491588056678400,FRIENDS OF JOHN DELANEY,FEC ID C00508416,US,US-Federal,57,69500,61200,4930250,120975,459600,1591000,461500,19792500,265600,294075,644250,52850
AR208001211696152576,AMERICA'S LIBERTY PAC,FEC ID C00532572,US,US-Federal,72,800,750,60000,1475,5600,19000,5500,240000,3200,3600,7500,650
AR209018259951845376,"GRAPESEED MEDIA, LLC",EIN ID 46-4946355,US,US-Federal,2,300,300,23750,575,2200,8000,2000,97500,1300,1425,3000,250
AR209204077416939520,DOUG LAMALFA COMMITTEE,FEC ID C00509422,US,US-Federal,1,2500,2200,178500,4375,16600,58000,16500,712500,9600,10650,23250,1900
AR210055924050558976,NEAL WHITLEY,,US,US-Federal,3,0,50,2000,50,200,1000,0,7500,100,150,0,0
AR210209031044726784,ELIZABETH FOR MA INC,FEC ID C00500843,US,US-Federal,204,391800,344800,27783250,681750,2589900,8965000,2601500,111532500,1496700,1657350,3632250,297750
AR210512496253992960,VOTEVETS.ORG ACTION FUND,FEC ID C90010620,US,US-Federal,1,300,300,23750,575,2200,8000,2000,97500,1300,1425,3000,250
AR21057846695165952,"MARTY FOR CONGRESS, INC.",FEC ID C00658583,US,US-Federal,31,1200,1050,83250,2050,7800,27000,8000,337500,4500,4950,11250,900
AR210958348219056128,Kansallinen Kokoomus r.p.,,"EE, ES, EU, FI, FR, SE",EU-Parliament,195,99800,87800,7076000,173625,659600,2283000,662500,28402500,381200,422100,924750,75850
AR211334930951569408,STIVERS FOR CONGRESS,FEC ID C00441352,US,US-Federal,31,118700,104450,8418500,206575,784700,2716000,788500,33795000,453500,502200,1100250,90250
AR21167248102129664,COALICION ELECTORAL UNIDAS PODEMOS,,"ES, EU, IT",EU-Parliament,251,150500,132400,10670000,261825,994600,3443000,999000,42832500,574800,636525,1395000,114350
AR212051812532879360,MANCHIN FOR WEST VIRGINIA,FEC ID C00486563,US,US-Federal,25,35800,31550,2541500,62375,236900,820000,238000,10200000,136900,151575,332250,27250
AR212460830858412032,ROSKAM FOR CONGRESS COMMITTEE,FEC ID C00410969,US,US-Federal,234,42400,37250,3003500,73700,280000,969000,281000,12060000,161800,179175,393000,32200
AR212707121463033856,JOHN ROSE FOR TENNESSEE,FEC ID C00652743,US,US-Federal,23,16400,14450,1166250,28625,108700,376000,109000,4680000,62800,69600,152250,12500
AR213513613242007552,Mahesh Miragi,,IN,IN-General,10,0,0,0,0,0,0,0,0,0,0,0,0
AR213586730765254656,PERRY GERSHON FOR CONGRESS,FEC ID C00650457,US,US-Federal,53,35800,31550,2542000,62375,237000,820000,238000,10207500,136900,151650,332250,27250
AR21394297253265408,MNI TARGETED MEDIA INC.,EIN ID 06-1478215,US,US-Federal,8,68000,59800,4820000,118275,449300,1555000,451500,19350000,259700,287550,630000,51650
AR214129889509376000,NATIONAL FEDERATION OF INDEPENDENT BUSINESS FEDERAL POLITICAL  ACTION COMMITTEE,FEC ID C00101105,US,US-Federal,15,47400,41750,3363000,82525,313500,1085000,315000,13500000,181200,200625,439500,36050
AR214800866480226304,Klassiskt Liberala Partiet,,"EU, SE",EU-Parliament,7,1600,1400,112250,2750,10500,36000,10500,450000,6000,6675,15000,1200
AR215765413055692800,JOAN PERRY FOR CONGRESS,FEC ID C00698530,US,US-Federal,16,1100,950,75250,1850,7000,24000,7000,300000,4100,4500,9750,800
AR215791801334759424,JUDGE LISA NEUBAUER FOR JUSTICE,EIN ID 83-0964986,US,US-Federal,1,3500,3050,247000,6050,23000,80000,23000,990000,13300,14700,32250,2650
AR216045238764961792,"PERFORMANCE MEDIA MARKETING, INC",EIN ID 46-4449393,US,US-Federal,88,5200,4550,365250,8975,34100,118000,34000,1470000,19700,21825,48000,3900
AR216489716340490240,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,FEC ID C00639591,US,US-Federal,21,5300,4700,377000,9250,35100,122000,35500,1515000,20300,22500,49500,4050
AR216507033648627712,DEMOCRATIC GOVERNORS ASSOCIATION,EIN ID 52-1304889,US,US-Federal,1,700,600,46250,1125,4300,15000,4500,187500,2500,2775,6000,500
AR216618084323033088,KOHL FOR CONGRESS,FEC ID C00647164,US,US-Federal,3,500,400,33000,800,3100,11000,3000,135000,1800,1950,4500,350
AR216975425602060288,NATIONAL HORIZON,FEC ID C00519363,US,US-Federal,1517,163000,143450,11559750,283650,1077600,3730000,1082500,46402500,622700,689550,1511250,123900
AR217573010171756544,Kankaanpään Työväenyhdistys ry,,"EU, FI",EU-Parliament,25,300,300,24500,600,2300,8000,2500,97500,1300,1425,3000,250
AR217815727363588096,VARICK MEDIA MANAGEMENT LLC,EIN ID 27-2259676,US,US-Federal,112,16900,14850,1197250,29375,111600,386000,112000,4807500,64500,71400,156750,12850
AR218788795154169856,En Comú Guanyem,,"ES, EU",EU-Parliament,5,100,100,6500,150,600,2000,500,30000,400,375,750,50
AR218800614904168448,WEBBER FOR CONGRESS,FEC ID C00669069,US,US-Federal,16,14200,12500,1006500,24700,93800,325000,94000,4042500,54200,60075,131250,10800
AR219216230299467776,ROSEN FOR NEVADA,FEC ID C00606939,US,US-Federal,252,506200,445450,35892750,880750,3345800,11581000,3361000,144090000,1933600,2141100,4692000,384700
AR219552680857567232,JUDICIAL CRISIS NETWORK,FEC ID C30001689,US,US-Federal,5,1900,1700,138000,3400,12900,45000,13000,555000,7400,8250,18000,1500
AR220342130206310400,GREG STEUBE CONGRESSIONAL COMMITTEE,FEC ID C00671891,US,US-Federal,111,55100,48450,3904750,95825,364000,1260000,365500,15675000,210400,232950,510750,41850
AR220615908601626624,SEAN PATRICK MALONEY FOR CONGRESS,FEC ID C00512426,US,US-Federal,1,1900,1650,133750,3275,12500,43000,12500,540000,7200,7950,17250,1450
AR220642022002786304,FRIENDS OF KIM HOWARD,EIN ID 83-3525074,US,US-Federal,1,1500,1300,106000,2600,9900,34000,10000,427500,5700,6300,13500,1150
AR221113437613195264,Maailman Paras Pääkaupunki ry,,"EU, FI",EU-Parliament,17,1900,1700,137250,3375,12800,44000,13000,547500,7400,8175,18000,1450
AR22183746602008576,REPUBLICAN MAJORITY FUND,FEC ID C00296640,US,US-Federal,18,5700,5050,406750,9975,37900,131000,38000,1635000,21900,24225,53250,4350
AR222066164438663168,FRIENDS OF SUSAN HUTCHISON,FEC ID C00681569,US,US-Federal,3,1800,1600,127500,3125,11900,41000,12000,510000,6900,7575,16500,1350
AR222145879031676928,FEDERATION FOR AMERICAN IMMIGRATION REFORM,EIN ID 52-1136126,US,US-Federal,2,63200,55550,4478250,109875,417400,1445000,419500,17977500,241200,267150,585750,48000
AR222593930019995648,CARLA NELSON FOR CONGRESS,FEC ID C00657056,US,US-Federal,11,1700,1500,122750,3025,11400,40000,11500,495000,6600,7350,15750,1300
AR222880077921124352,Pametno,,"AT, EU, HR, IT, NL, SI",EU-Parliament,87,1400,1200,96250,2350,9000,31000,9000,382500,5200,5775,12750,1050
AR224499383670931456,TED BUDD FOR CONGRESS,FEC ID C00614776,US,US-Federal,2,7900,6950,561000,13775,52300,181000,52500,2250000,30200,33450,73500,6000
AR224556558275575808,MOUNTAIN STATE VALUES,EIN ID 83-0846791,US,US-Federal,2,600,550,45000,1100,4200,15000,4000,180000,2400,2700,6000,500
AR224933965641809920,Sozialdemokratische Partei Deutschlands SPD,,"DE, EU",EU-Parliament,4,2200,1950,158500,3900,14800,51000,15000,637500,8500,9450,21000,1700
AR225625283577774080,COALITION FOR AFFORDABLE HOUSING,EIN ID 82-3217608,US,US-Federal,4,40000,35200,2836250,69600,264400,915000,265500,11385000,152800,169200,370500,30400
AR225745130345201664,DAVID SHAPIRO FOR CONGRESS,FEC ID C00658419,US,US-Federal,22,4700,4100,330750,8125,30800,107000,31000,1327500,17800,19725,43500,3550
AR225825669571936256,ΤΟ ΠΟΤΑΜΙ,,"EU, GR",EU-Parliament,23,30400,26700,2153250,52825,200700,695000,201500,8647500,116000,128475,281250,23100
AR225924900496343040,New York City Campaign Finance Board,EIN ID 13-6400424,US,US-Federal,25,2100,1800,146500,3600,13600,47000,13500,585000,7900,8700,19500,1550
AR22600736386842624,Massimiliano Ghelfi,,"EU, IT",EU-Parliament,7,3700,3250,261250,6400,24400,84000,24500,1050000,14100,15600,34500,2800
AR227104401595039744,FDP Landesverband Saarland,,"DE, EU",EU-Parliament,60,11400,10050,809500,19875,75500,261000,76000,3247500,43600,48300,105750,8700
AR227640688391487488,THE AMERICAN CONGRESS OF OB-GYNS PAC (OB-GYN PAC),FEC ID C00364158,US,US-Federal,14,145900,128400,10347750,253925,964600,3339000,969000,41542500,557400,617250,1353000,110900
AR227676972275204096,AMERICANS FOR TAX REFORM,FEC ID C90011289,US,US-Federal,20,148200,130450,10511750,257950,979900,3392000,984500,42195000,566300,627075,1374000,112650
AR228077469385621504,BULLOCK FOR PRESIDENT,FEC ID C00706416,US,US-Federal,92,50700,44600,3595250,88225,335100,1160000,336500,14430000,193700,214500,470250,38550
AR229234430495948800,FUTURE FUND PAC,FEC ID C00691402,US,US-Federal,2,700,600,49000,1200,4600,16000,4500,195000,2600,2925,6750,550
AR229349329461051392,ROMNEY FOR UTAH INC,FEC ID C00670695,US,US-Federal,13,31100,27400,2207750,54175,205800,712000,206500,8865000,118900,131700,288750,23650
AR22955054008893440,Adosphere Brandings Pvt. Ltd.,,IN,IN-General,50,300,300,22250,550,2100,7000,2000,90000,1200,1350,3000,250
AR230035974472597504,AMERICANS FOR PROSPERITY,FEC ID C90013285,US,US-Federal,3,3900,3400,275000,6750,25600,89000,25500,1102500,14800,16425,36000,2950
